"assoc_ID","rsID","risk_allele_dir","phecode","phecode_string","category_string","ancestry","cohort","cases","controls","odds_ratio","P","L95","U95","powered","rep","Power","CI_overlap","rOR","rL95","rU95","Study_accession","cat_LOG10_P","cat_OR","cat_L95","cat_U95","RAF","pub_count","first_pub_date"
219908,"rs1095626","alt","296.22","Major depressive disorder","psychiatric","EUR","BioVU_EUR",6883,29264,1.04992612958493,0.0119712792086737,1.01077929883557,1.09058909185725,0,1,0.178545611162346,"overlap",1.04992612958493,1.01077929883557,1.09058909185725,"GCST007342",38.2218487496164,1.028807,1.02,1.03,0.424499988555908,1,2019-02-04
222166,"rs7430565","ref","296.22","Major depressive disorder","psychiatric","EUR","BioVU_EUR",6883,29264,0.952302741042869,0.0114011595841231,0.916923911701272,0.989046636285365,0,1,0.178602271833231,"overlap",1.05008623508203,1.0110746685877,1.09060303394705,"GCST005839",8.52287874528034,1.030928,1.02,1.04,0.424899995326996,1,2018-04-26
278051,"rs17810546","alt","557.1","Celiac disease","digestive","EUR","BioVU_EUR",347,31734,1.09035047781124,0.449279035633219,0.871472639265513,1.36420136547855,0,0,0.6345597455486,"overlap",1.09035047781124,0.871472639265513,1.36420136547855,"GCST000612",27.397940008672,1.36,1.29,1.44,0.124400019645691,2,2008-03-02
21239,"rs564799","ref","695.42","Systemic lupus erythematosus","dermatologic","EUR","BioVU_EUR",1001,49803,0.96608990884656,0.456346665628388,0.882256331133563,1.05788950335553,0,0,0.468622976596786,"overlap",1.03510034712393,0.945278308205243,1.13345743715452,"GCST003155",8.69897000433602,1.14,1.09,1.18,0.571200013160706,1,2015-10-26
168323,"rs3851366","alt","455","Hemorrhoids","circulatory system","EUR","BioVU_EUR",2335,41750,1.00734235418752,0.809473326901495,0.949183691874475,1.06906453116163,0,0,0.102072251619302,"overlap",1.00734235418752,0.949183691874475,1.06906453116163,"GCST90014033",9.39794000867204,1.020408,1.020408,1.030928,0.56360000371933,1,2021-04-22
217967,"rs74676712","alt","200","Myeloproliferative disease","neoplasms","EUR","BioVU_EUR",1167,59273,1.19830613113071,0.00747650835818668,1.04953749645182,1.36816225123918,1,1,0.854141412118967,"overlap",1.19830613113071,1.04953749645182,1.36816225123918,"GCST90000032",9.39794000867204,1.3,1.2,1.41,0.128400027751923,1,2020-10-14
151419,"rs1375631","alt","174.11","Malignant neoplasm of female breast","neoplasms","EUR","BioVU_EUR",2976,25895,1.01946966961784,0.485220963950172,0.965733130150059,1.0761962853125,0,0,0.111431313566717,"overlap",1.01946966961784,0.965733130150059,1.0761962853125,"GCST010098",8.15490195998574,1.030928,1.02,1.05,0.480599999427795,1,2020-05-18
67135,"rs7629630","ref","250.2","Type 2 diabetes","endocrine","EUR","BioVU_EUR",11263,40224,0.989953100116154,0.653599280312113,0.947243760931655,1.03458811854902,0,0,0.269983433189506,"overlap",1.01014886450951,0.966568223693184,1.05569446983368,"GCST009379",7.52287874528034,1.05,1.03,1.07,0.862299978733063,1,2018-10-08
217968,"rs9847631","ref","200","Myeloproliferative disease","neoplasms","EUR","BioVU_EUR",1167,59273,0.966301545210389,0.422974982057138,0.888581433023909,1.05081947649795,0,0,0.682903581572109,"overlap",1.03487364266014,0.951638242691014,1.12538925846889,"GCST90000032",8.15490195998574,1.17,1.11,1.23,0.399599999189377,1,2020-10-14
78665,"rs142436749","alt","185","Cancer of prostate","neoplasms","EUR","BioVU_EUR",2035,18717,1.19391984135265,0.283400704737635,0.863640264497082,1.65050733062522,0,0,0.171280812275286,"overlap",1.19391984135265,0.863640264497082,1.65050733062522,"GCST006085",8.30102999566398,1.25,1.16,1.34,0.0116999745368958,1,2018-06-11
233403,"rs4361323","alt","365.1","Open-angle glaucoma","sense organs","EUR","BioVU_EUR",1349,55652,1.02901295528492,0.473673687217675,0.951578661980202,1.11274843000445,0,0,0.255478960384757,"overlap",1.02901295528492,0.951578661980202,1.11274843000445,"GCST011439",7.39794000867204,1.087847,1.052632,1.123596,0.416000008583069,1,2021-02-24
138725,"rs73174345","alt","365","Glaucoma","sense organs","EUR","BioVU_EUR",2038,55652,1.04165346862624,0.536604146452051,0.915188630986533,1.18559378030237,0,0,0.427130473615409,"overlap",1.04165346862624,0.915188630986533,1.18559378030237,"GCST006395",7.69897000433602,1.190476,1.12,1.25,0.0626999735832214,1,2018-07-27
123514,"rs12638862","ref","218.1","Uterine leiomyoma","neoplasms","EUR","BioVU_EUR",786,29908,1.02966908940468,0.61647219704691,0.918351222150511,1.15448034270891,0,0,0.133601130730419,"overlap",0.971185801623089,0.866190582035869,1.08890800804761,"GCST006462",7.52287874528034,1.075269,1.05,1.11,0.732999980449677,1,2018-09-07
55180,"rs12696304","alt","504.1","Idiopathic fibrosing alveolitis","respiratory","EUR","BioVU_EUR",295,40418,1.0844564802386,0.382128220621513,0.904162544689739,1.30070180902599,0,0,0.546611003849548,"overlap",1.0844564802386,0.904162544689739,1.30070180902599,"GCST009758",12.1549019599857,1.31,1.21,1.4,0.273800015449524,1,2019-11-11
61365,"rs35446936","ref","218.1","Uterine leiomyoma","neoplasms","EUR","BioVU_EUR",786,29908,1.03301577708048,0.588370786827167,0.918371212515054,1.16197195769537,0,0,0.101249617297969,"overlap",0.968039426102678,0.860605966759627,1.08888430557552,"GCST009158",8,1.06,1.04,1.08,0.750100016593933,1,2019-10-24
82811,"rs10936599","ref","153","Colorectal cancer","neoplasms","EUR","BioVU_EUR",2232,48577,0.962988436073884,0.295761781486682,0.897259280946536,1.03353261170366,0,0,0.196261884512283,"overlap",1.03843406892508,0.96755534240145,1.11450505025156,"GCST000843",7.52287874528034,1.04,1.04,1.1,0.750999987125397,1,2010-10-24
196149,"rs10936599","ref","189.21","Malignant neoplasm of bladder","neoplasms","EUR","BioVU_EUR",933,60166,0.939537038076725,0.26541162948246,0.841871112507163,1.04853324078212,0,0,0.467587191744351,"overlap",1.06435399507724,0.95371320727427,1.18783028083945,"GCST002243",8.30102999566398,1.1765,1.11,1.23,0.750999987125397,1,2013-10-24
203379,"rs10936599","ref","204.12","Lymphoid leukemia, chronic","neoplasms","EUR","BioVU_EUR",229,59273,0.807865329850658,0.0672722660143534,0.642819718311408,1.01528682550236,0,0,0.283917075009366,"overlap",1.23783007272371,0.984943342986061,1.55564611898784,"GCST002299",8.69897000433602,1.26,1.17,1.35,0.750999987125397,1,2013-12-01
294301,"rs10936599","ref","204.4","Multiple myeloma","neoplasms","EUR","BioVU_EUR",257,59273,0.797418356015839,0.0400494165936152,0.642449021268117,0.989768858633889,0,1,0.340143486316281,"overlap",1.25404687822378,1.01033689964769,1.55654373638257,"GCST002140",13.0457574905607,1.256,1.18,1.33,0.750999987125397,1,2013-08-18
96019,"rs10936600","ref","204.4","Multiple myeloma","neoplasms","EUR","BioVU_EUR",257,59273,0.77977349884235,0.0250735395466747,0.627269140174765,0.969355370052847,0,1,0.259222720110457,"overlap",1.28242368006171,1.03161341123584,1.59421201515092,"GCST004483",14.2218487496164,1.2,1.15,1.26,0.750899970531464,1,2016-07-01
9726,"rs6793295","ref","193","Thyroid cancer","neoplasms","EUR","BioVU_EUR",690,60333,1.00165055450522,0.978649036924504,0.887692783537854,1.13023768126401,0,0,0.600157108664355,"PGRM_greater",0.998352165335709,0.884769652062602,1.12651586060501,"GCST004144",7.52287874528034,1.23,1.15,1.33,0.729300022125244,1,2017-02-14
111848,"rs2014490","ref","495","Asthma","respiratory","EUR","BioVU_EUR",4592,47012,1.00798489823656,0.730344147536527,0.963413222174389,1.05461865343701,0,0,0.213252171838849,"overlap",0.992078355290313,0.948210044209812,1.03797620479303,"GCST010042",9.04575749056067,1.039264,1.026531,1.052155,0.617399990558624,1,2020-04-15
22984,"rs71277158","ref","185","Cancer of prostate","neoplasms","EUR","BioVU_EUR",2035,18717,0.816320787375171,8.23192026607961e-05,0.737884632569781,0.90309460108969,1,1,0.850340026074601,"overlap",1.22500861850577,1.1073037074891,1.35522540497607,"GCST002890",13.0969100130081,1.22,1.15,1.28,0.843299984931946,1,2015-05-05
163026,"rs76925190","ref","185","Cancer of prostate","neoplasms","EUR","BioVU_EUR",2035,18717,0.775178706831655,3.05439931581415e-07,0.703177136098033,0.854552852585103,0,1,0.554273333584567,"overlap",1.29002511445038,1.17020263518506,1.42211677351891,"GCST90027060",9.30102999566398,1.160066,1.098901,1.219512,0.83270001411438,1,2021-07-21
67136,"rs9873618","ref","250.2","Type 2 diabetes","endocrine","EUR","BioVU_EUR",11263,40224,0.973105671369038,0.11849910909327,0.94036164794426,1.00698986365586,1,0,0.834931715528521,"overlap",1.02763762397266,0.993058655396507,1.063420655432,"GCST009379",20.301029995664,1.07,1.05,1.08,0.707099974155426,1,2018-10-08
206485,"rs11409090","alt","295.1","Schizophrenia","psychiatric","EUR","BioVU_EUR",299,29264,0.986773478859079,0.872015725700145,0.839200670590193,1.16029685473779,0,0,0.0756676530861631,"overlap",0.986773478859079,0.839200670590193,1.16029685473779,"GCST006803",8.69897000433602,1.061571,1.04,1.08,0.490400016307831,1,2018-02-26
89612,"rs4855074","alt","427.21","Atrial fibrillation","circulatory system","EUR","BioVU_EUR",7600,34487,1.03420286525081,0.243662711130035,0.977354252683798,1.0943581240435,0,0,0.316443178649595,"overlap",1.03420286525081,0.977354252683798,1.0943581240435,"GCST006061",8.52287874528034,1.07,1.04,1.09,0.130100011825562,1,2018-06-11
213679,"rs7612445","alt","427.21","Atrial fibrillation","circulatory system","EUR","BioVU_EUR",7600,34487,1.04277159169033,0.101552572077219,0.991782433315622,1.09638218616273,0,0,0.24177798193233,"overlap",1.04277159169033,0.991782433315622,1.09638218616273,"GCST006414",8.30102999566398,1.05,1.03,1.07,0.174600005149841,1,2018-07-30
205608,"rs34796896","ref","295.1","Schizophrenia","psychiatric","EUR","BioVU_EUR",299,29264,0.844486057932484,0.110863495776408,0.686040556443248,1.03952557227765,0,0,0.0887220187910154,"overlap",1.18415217232627,0.96197729682489,1.45763977159669,"GCST006803",11.5228787452803,1.087,1.06,1.11,0.776799976825714,2,2018-02-26
207115,"rs9859557","ref","295.1","Schizophrenia","psychiatric","EUR","BioVU_EUR",299,29264,0.823194326029709,0.0684625083263906,0.667734788457153,1.01484737671563,0,0,0.0749690711334495,"overlap",1.21477999590088,0.985369842740609,1.49760057029613,"GCST007201",8.04575749056067,1.0805,1.05,1.11,0.799600005149841,1,2018-10-03
189246,"rs10513789","ref","332","Parkinson's disease","neurological","EUR","BioVU_EUR",679,46106,0.858391138877961,0.0373003299423894,0.74348346728152,0.991058146858833,0,1,0.536539510332586,"overlap",1.16497008730442,1.00902253129093,1.34501982089314,"GCST001126",9.52287874528034,1.25,1.16,1.33,0.807500004768372,1,2011-06-23
42345,"rs12637471","ref","332","Parkinson's disease","neurological","EUR","BioVU_EUR",679,46106,0.858267869134651,0.0371704566247896,0.743349358818143,0.990952270894668,0,1,0.490719285997386,"overlap",1.16513740751853,1.00913033792956,1.3452624773766,"GCST004902",29.698970004336,1.176471,1.15,1.22,0.807200014591217,2,2014-07-27
42343,"rs4073221","alt","332","Parkinson's disease","neurological","EUR","BioVU_EUR",679,46106,1.0186179019669,0.828179458236805,0.862312778821413,1.20325531024322,0,0,0.11788171926965,"overlap",1.0186179019669,0.862312778821413,1.20325531024322,"GCST004902",7.69897000433602,1.1,1.06,1.13,0.148100018501282,1,2017-09-11
67137,"rs2872246","ref","250.2","Type 2 diabetes","endocrine","EUR","BioVU_EUR",11263,40224,0.971050667763728,0.0628784841210831,0.94145262230383,1.00157923726094,0,0,0.257848725932724,"overlap",1.0298123807514,0.998423252796994,1.06218834204625,"GCST009379",7.69897000433602,1.04,1.02,1.05,0.45440000295639,1,2018-10-08
67138,"rs6780171","alt","250.2","Type 2 diabetes","endocrine","EUR","BioVU_EUR",11263,40224,1.10237254191792,5.86151477290687e-09,1.0667811879345,1.13915134136129,1,1,0.999999845877423,"overlap",1.10237254191792,1.0667811879345,1.13915134136129,"GCST009379",55.0457574905607,1.14,1.12,1.16,0.323099970817566,1,2018-10-08
398,"rs4402960","alt","250.2","Type 2 diabetes","endocrine","EUR","BioVU_EUR",11263,40224,1.09903174523431,1.2982617627457e-08,1.06383613953018,1.13539175080686,1,1,0.999969143308051,"overlap",1.09903174523431,1.06383613953018,1.13539175080686,"GCST005047",22.698970004336,1.13,1.1,1.16,0.327300012111664,5,2007-04-26
82267,"rs1470579","alt","250.2","Type 2 diabetes","endocrine","EUR","BioVU_EUR",11263,40224,1.09869623888149,1.37422405265776e-08,1.06356419911849,1.13498877297001,1,1,0.999704754431345,"overlap",1.09869623888149,1.06356419911849,1.13498877297001,"GCST000712",8.69897000433602,1.14,1.09,1.19,0.328299999237061,1,2010-06-27
226849,"rs56233426","ref","365.1","Open-angle glaucoma","sense organs","EUR","BioVU_EUR",1349,55652,0.987579364777274,0.753763785797125,0.913390244626342,1.06779441478803,0,0,0.685268278666343,"PGRM_greater",1.01257684765976,0.936509861964873,1.09482229078228,"GCST90011766",18.397940008672,1.12288,1.1,1.15,0.46000000834465,1,2021-02-24
67142,"rs3887925","alt","250.2","Type 2 diabetes","endocrine","EUR","BioVU_EUR",11263,40224,1.04784274601722,0.00289542949893962,1.01611083766153,1.08056560336251,1,1,0.896943099050111,"overlap",1.04784274601722,1.01611083766153,1.08056560336251,"GCST009379",21.5228787452803,1.07,1.05,1.08,0.537400007247925,1,2018-10-08
67143,"rs7645517","alt","250.2","Type 2 diabetes","endocrine","EUR","BioVU_EUR",11263,40224,1.01868331643506,0.570523784858643,0.955572468477208,1.08596232459148,0,0,0.294710093939131,"overlap",1.01868331643506,0.955572468477208,1.08596232459148,"GCST009379",7.52287874528034,1.08,1.05,1.11,0.0497999787330627,1,2018-10-08
82989,"rs13073817","alt","555.1","Regional enteritis","digestive","EUR","BioVU_EUR",2028,31734,1.04928872596698,0.165081584951373,0.980377878819532,1.12304332260855,0,0,0.139487079980921,"overlap",1.04928872596698,0.980377878819532,1.12304332260855,"GCST000879",8.15490195998574,1.08,1.03,1.13,0.339699983596802,1,2010-11-21
115276,"rs491087","alt","476","Allergic rhinitis","respiratory","EUR","BioVU_EUR",7369,41565,1.0102787360229,0.591392023504176,0.973253694047333,1.0487123046156,0,0,0.638445862456259,"overlap",1.0102787360229,0.973253694047333,1.0487123046156,"GCST009719",7.69897000433602,1.068,1.045,1.092,0.32480001449585,1,2019-07-30
21860,"rs4256159","alt","555","Inflammatory bowel disease","digestive","EUR","BioVU_EUR",2440,31734,1.09481133525224,0.0264005930720107,1.01067641536357,1.1859501632534,0,1,0.3155973929174,"overlap",1.09481133525224,1.01067641536357,1.1859501632534,"GCST001725",14.0457574905607,1.107,1.063,1.152,0.14819997549057,1,2012-11-01
252258,"rs4256159","alt","555.1","Regional enteritis","digestive","EUR","BioVU_EUR",2028,31734,1.13764897651206,0.00344332510892811,1.0434702446271,1.24032783917232,0,1,0.568204964834321,"overlap",1.13764897651206,1.0434702446271,1.24032783917232,"GCST003044",13.1549019599857,1.134394,1.1,1.17,0.14819997549057,1,2015-07-20
67144,"rs4686471","alt","250.2","Type 2 diabetes","endocrine","EUR","BioVU_EUR",11263,40224,1.05038647754692,0.00217179286667127,1.01788821266629,1.0839223192529,1,1,0.882044220064161,"overlap",1.05038647754692,1.01788821266629,1.0839223192529,"GCST009379",19.698970004336,1.06,1.05,1.08,0.613099992275238,1,2018-10-08
52929,"rs9852988","alt","495","Asthma","respiratory","EUR","BioVU_EUR",4592,47012,0.985816622772372,0.671354055299215,0.922864745058379,1.05306267135911,0,0,0.222132702352601,"overlap",0.985816622772372,0.922864745058379,1.05306267135911,"GCST008916",7.52287874528034,1.054625,1.04,1.07,0.124100029468536,1,2019-10-17
38035,"rs11707807","alt","172.22","Squamous cell carcinoma","neoplasms","EUR","BioVU_EUR",1199,50490,1.07840260883764,0.0744455886171933,0.992576400422625,1.17165004754562,0,0,0.29062605504309,"overlap",1.07840260883764,0.992576400422625,1.17165004754562,"GCST008872",10.5228787452803,1.098901,1.06,1.14,0.4617999792099,1,2019-06-07
38009,"rs11719821","alt","172.21","Basal cell carcinoma","neoplasms","EUR","BioVU_EUR",1643,50490,1.09695341822055,0.0105918800592129,1.02180990151802,1.17762296094224,0,1,0.374439338574867,"overlap",1.09695341822055,1.02180990151802,1.17762296094224,"GCST008871",20.698970004336,1.086957,1.06,1.1,0.461600005626678,1,2019-06-07
77585,"rs2030519","ref","476","Allergic rhinitis","respiratory","EUR","BioVU_EUR",7369,41565,1.00178343966196,0.920996067323733,0.967121784039664,1.03768736941178,0,0,0.592365849684789,"PGRM_greater",0.998219735332657,0.963681383697343,1.03399594187922,"GCST006409",12.698970004336,1.06,1.04,1.07,0.485500007867813,1,2018-07-16
53130,"rs17670280","ref","495","Asthma","respiratory","EUR","BioVU_EUR",4592,47012,0.932885753879081,0.0225355838673683,0.87883195987519,0.99026420240126,0,1,0.281140184087444,"overlap",1.07194262088562,1.00983151524122,1.13787395731718,"GCST008916",11.301029995664,1.059115,1.04,1.08,0.816399991512299,1,2019-10-17
215271,"rs55661102","ref","495","Asthma","respiratory","EUR","BioVU_EUR",4592,47012,0.933088526678384,0.0226592317219768,0.879139268443868,0.990348434964064,0,1,0.403701167837502,"overlap",1.07170967320733,1.00974562557499,1.13747620643776,"GCST007798",12.0457574905607,1.067,1.05,1.08,0.815599977970123,1,2019-03-28
6611,"rs73196739","ref","495","Asthma","respiratory","EUR","BioVU_EUR",4592,47012,0.933174629497091,0.0228395490841343,0.879220687059493,0.9904394902825,0,1,0.401050625140594,"overlap",1.07161078793893,1.00965279536135,1.13737087254447,"GCST003987",8.15490195998574,1.084599,1.05,1.11,0.817300021648407,1,2016-05-16
227670,"rs9290877","alt","495","Asthma","respiratory","EUR","BioVU_EUR",4592,47012,1.05540991512654,0.0221996346498729,1.00774024571269,1.10533452810517,0,1,0.23318711931415,"overlap",1.05540991512654,1.00774024571269,1.10533452810517,"GCST009798",10.301029995664,1.04585,1.03,1.06,0.288699984550476,1,2020-01-20
311690,"rs6791479","ref","172.22","Squamous cell carcinoma","neoplasms","EUR","BioVU_EUR",1199,50490,0.892956958186182,0.00716073585407549,0.822234022863105,0.969762995693837,0,1,0.540445243857078,"overlap",1.11987480564713,1.03117978768052,1.21619876117251,"GCST003327",11,1.13,1.09,1.16,0.411399990320206,1,2016-01-29
25077,"rs9854771","ref","157","Pancreatic cancer","neoplasms","EUR","BioVU_EUR",727,53432,0.988389912503191,0.831349754576575,0.887674275717053,1.10053275831264,0,0,0.27609183329017,"overlap",1.01174646498304,0.908650826108276,1.12653934822231,"GCST002991",7.69897000433602,1.123596,1.08,1.18,0.64740002155304,1,2015-06-22
23314,"rs28512356","ref","696.4","Psoriasis","dermatologic","EUR","BioVU_EUR",1121,48784,0.903679374047649,0.066081925519537,0.811160154463142,1.00675114104888,0,0,0.462068452228774,"overlap",1.10658716876642,0.993294131217128,1.23280217167698,"GCST002874",7.39794000867204,1.17,1.11,1.24,0.813099980354309,1,2015-04-23
196155,"rs710521","ref","189.21","Malignant neoplasm of bladder","neoplasms","EUR","BioVU_EUR",933,60166,0.981585763898375,0.72501077155477,0.885023338416123,1.0886838460241,0,0,0.412107616374191,"overlap",1.01875968130232,0.918540312370781,1.12991370576695,"GCST002240",10.698970004336,1.14,1.1,1.19,0.742799997329712,2,2010-10-24
213680,"rs60902112","alt","427.21","Atrial fibrillation","circulatory system","EUR","BioVU_EUR",7600,34487,1.02973556317025,0.219007642623711,0.98272960748751,1.07898990930831,0,0,0.28478308219517,"overlap",1.02973556317025,0.98272960748751,1.07898990930831,"GCST006414",7.69897000433602,1.05,1.03,1.06,0.228799998760223,1,2018-07-30
53136,"rs112336433","ref","495","Asthma","respiratory","EUR","BioVU_EUR",4592,47012,1.01590665999882,0.735524896931717,0.92701192013062,1.11332585851164,0,0,0.197615558593413,"overlap",0.984342400118886,0.898209623314471,1.0787347803026,"GCST008916",7.52287874528034,1.069407,1.05,1.09,0.932600021362305,1,2019-10-17
89887,"rs9872035","ref","427.21","Atrial fibrillation","circulatory system","EUR","BioVU_EUR",7600,34487,1.00378275785396,0.851781750130958,0.964804562507857,1.04433567596929,0,0,0.376240750527857,"overlap",0.996231497478551,0.95754652743416,1.03647934396232,"GCST006061",7.69897000433602,1.04,1.03,1.06,0.457399994134903,1,2018-06-11
395,"rs1496653","ref","250.2","Type 2 diabetes","endocrine","EUR","BioVU_EUR",11263,40224,0.943052284616608,0.0026254397911226,0.907708559448352,0.979772199196947,1,1,0.871468248265025,"overlap",1.06038659394855,1.02064541208623,1.10167519033613,"GCST005047",8.39794000867204,1.09,1.06,1.12,0.79610002040863,1,2012-09-01
64828,"rs35352848","ref","250.2","Type 2 diabetes","endocrine","EUR","BioVU_EUR",11263,40224,0.942860699710441,0.00254398526085885,0.907514262453298,0.979583832275265,0,1,0.736061149278017,"overlap",1.06060205956946,1.02084167485422,1.10191105679891,"GCST009379",17,1.07,1.05,1.09,0.796500027179718,1,2018-10-08
64829,"rs17013314","alt","250.2","Type 2 diabetes","endocrine","EUR","BioVU_EUR",11263,40224,1.00247483626186,0.957511395241614,0.915338918038105,1.09790568010832,0,0,0.363438597942562,"overlap",1.00247483626186,0.915338918038105,1.09790568010832,"GCST009379",8.09691001300806,1.11,1.07,1.15,0.0325000286102295,1,2018-10-08
7670,"rs826220","alt","367.1","Myopia","sense organs","EUR","BioVU_EUR",1787,56382,1.02965531144753,0.406930118535495,0.960939972295664,1.10328437879355,0,0,0.202229172579266,"overlap",1.02965531144753,0.960939972295664,1.10328437879355,"GCST003997",11.698970004336,1.053741,1.04,1.07,0.610199987888336,1,2016-05-16
213672,"rs73041705","ref","427.21","Atrial fibrillation","circulatory system","EUR","BioVU_EUR",7600,34487,0.962110324969425,0.077003277673817,0.921789985393354,1.00419433068343,0,0,0.329423382409992,"overlap",1.0393818401562,0.995823188246268,1.08484580636149,"GCST006414",8.69897000433602,1.05,1.03,1.06,0.692900002002716,1,2018-07-30
207405,"rs66492629","alt","295.1","Schizophrenia","psychiatric","EUR","BioVU_EUR",299,29264,1.23400580347775,0.0459524163754656,1.0037857344237,1.51702726069425,0,1,0.0910993924831002,"overlap",1.23400580347775,1.0037857344237,1.51702726069425,"GCST007201",9.39794000867204,1.098901,1.07,1.13,0.152999997138977,1,2018-10-03
123512,"rs479404","alt","218.1","Uterine leiomyoma","neoplasms","EUR","BioVU_EUR",786,29908,1.05246756226967,0.381142425939674,0.938657514925019,1.18007681397868,0,0,0.175355813482605,"overlap",1.05246756226967,0.938657514925019,1.18007681397868,"GCST006462",10.0457574905607,1.09,1.06,1.12,0.270299971103668,1,2018-09-07
164125,"rs3920005","ref","174.11","Malignant neoplasm of female breast","neoplasms","EUR","BioVU_EUR",2976,25895,0.935540596743082,0.0168624258257911,0.885786332073215,0.988089538597733,0,1,0.751180643077627,"overlap",1.06890070134992,1.01205403046688,1.12894042704347,"GCST90027052",13.0969100130081,1.113394,1.075269,1.149425,0.539200007915497,1,2021-07-21
16533,"rs4973768","alt","174.11","Malignant neoplasm of female breast","neoplasms","EUR","BioVU_EUR",2976,25895,1.08617395517666,0.00299479377226037,1.02847763095519,1.14710697189244,1,1,0.882043995307537,"overlap",1.08617395517666,1.02847763095519,1.14710697189244,"GCST004988",56.301029995664,1.11,1.09,1.13,0.469200015068054,4,2011-01-24
123513,"rs6771541","alt","218.1","Uterine leiomyoma","neoplasms","EUR","BioVU_EUR",786,29908,1.04795715678546,0.372736007449593,0.945390501855983,1.16165140257054,0,0,0.15352845362623,"overlap",1.04795715678546,0.945390501855983,1.16165140257054,"GCST006462",8.52287874528034,1.08,1.05,1.1,0.380599975585938,1,2018-09-07
201822,"rs3806624","alt","201","Hodgkin's disease","neoplasms","EUR","BioVU_EUR",134,59273,1.07856858348615,0.539614700938549,0.847013514403814,1.37342577125483,0,0,0.264095002454819,"overlap",1.07856858348615,0.847013514403814,1.37342577125483,"GCST002237",12,1.26,1.18,1.34,0.465900003910065,1,2013-10-22
27985,"rs9880772","alt","204.12","Lymphoid leukemia, chronic","neoplasms","EUR","BioVU_EUR",229,59273,0.928500369559411,0.440082700144751,0.769117104985259,1.12091244712141,0,0,0.249205164486521,"PGRM_greater",0.928500369559411,0.769117104985259,1.12091244712141,"GCST003468",10.5228787452803,1.19,1.13,1.25,0.462800025939941,2,2016-03-09
80160,"rs669607","alt","335","Multiple sclerosis","neurological","EUR","BioVU_EUR",1262,46106,1.11072052401418,0.0101954843194593,1.02521114047606,1.20336195517096,1,1,0.801649541766712,"overlap",1.11072052401418,1.02521114047606,1.20336195517096,"GCST001198",14.698970004336,1.13,1.12,1.15,0.471700012683868,1,2011-08-11
288175,"rs7640543","alt","340","Migraine","neurological","EUR","BioVU_EUR",3385,47361,1.01960036720076,0.480225499390065,0.966106643940708,1.07605605997646,1,0,0.995434385571501,"PGRM_greater",1.01960036720076,0.966106643940708,1.07605605997646,"GCST001563",9,1.19,1.13,1.26,0.31470000743866,1,2012-06-10
299074,"rs6790925","alt","340","Migraine","neurological","EUR","BioVU_EUR",3385,47361,1.04378189913332,0.104712538284558,0.991124710250051,1.09923669714933,1,0,0.956624223515664,"PGRM_greater",1.04378189913332,0.991124710250051,1.09923669714933,"GCST002079",7.69897000433602,1.15,1.1,1.21,0.365100026130676,1,2013-06-23
29452,"rs6791480","alt","340","Migraine","neurological","EUR","BioVU_EUR",3385,47361,1.03347631292574,0.230076594438618,0.979369496290274,1.09057234621285,0,0,0.194442091329785,"overlap",1.03347631292574,0.979369496290274,1.09057234621285,"GCST003720",8.09691001300806,1.04,1.03,1.06,0.314400017261505,1,2016-06-20
16036,"rs12493607","alt","174.11","Malignant neoplasm of female breast","neoplasms","EUR","BioVU_EUR",2976,25895,1.03805453287591,0.201800456465433,0.980198870959419,1.09932509121288,0,0,0.180063011884322,"overlap",1.03805453287591,0.980198870959419,1.09932509121288,"GCST004988",13.1549019599857,1.05,1.03,1.07,0.361500024795532,3,2013-04-01
278039,"rs13314993","ref","557.1","Celiac disease","digestive","EUR","BioVU_EUR",347,31734,1.05845862734464,0.466629970346211,0.908328559371672,1.23340244478857,0,0,0.167663980575162,"overlap",0.9447700402884,0.810765378506624,1.10092321735622,"GCST000612",8.52287874528034,1.13,1.08,1.17,0.445699989795685,1,2010-02-28
111849,"rs35570272","alt","495","Asthma","respiratory","EUR","BioVU_EUR",4592,47012,1.01677990311017,0.456548654000128,0.97320070150992,1.06231054885669,0,0,0.557451717998215,"overlap",1.01677990311017,0.97320070150992,1.06231054885669,"GCST010042",20.698970004336,1.0605,1.047773,1.073382,0.410700023174286,4,2019-03-28
215265,"rs4491851","alt","495","Asthma","respiratory","EUR","BioVU_EUR",4592,47012,0.994462142044785,0.802384977975599,0.952138860091799,1.0386667254238,0,0,0.599571907378325,"PGRM_greater",0.994462142044785,0.952138860091799,1.0386667254238,"GCST007798",18.5228787452803,1.063,1.05,1.08,0.558699995279312,1,2019-03-28
53275,"rs79337446","ref","495","Asthma","respiratory","EUR","BioVU_EUR",4592,47012,0.968339289905337,0.482076522699232,0.885259356913897,1.05921611904021,0,0,0.187519228958575,"overlap",1.03269588503195,0.944094393980836,1.12961246011124,"GCST008916",8.30102999566398,1.074482,1.05,1.1,0.937399983406067,1,2019-10-17
166239,"rs1848460","alt","327.71","Restless legs syndrome","neurological","EUR","BioVU_EUR",1235,44834,1.09363117200089,0.0530621232696206,0.998818571793405,1.19744383429369,0,0,0.302533435575573,"overlap",1.09363117200089,0.998818571793405,1.19744383429369,"GCST011995",14.5228787452803,1.09,1.07,1.11,0.245000004768372,2,2017-11-01
